,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_delta_step,param_reg_alpha,param_reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,45.001186275482176,3.638874191582647,0.3332988977432251,0.05035221452647647,0.1,1,0.0,0.0,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0, 'reg_lambda': 0}",0.8438189845474614,0.8245033112582781,0.8355408388520972,0.8283664459161147,0.8344370860927153,0.8471302428256071,0.8416114790286976,0.8377483443708609,0.8404196576477084,0.8382109331860851,0.8371787323725627,0.006505307507497438,24
1,43.4847508430481,4.065040480786446,0.3178670883178711,0.04904090363542518,0.1,1,0.0,0.125,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0, 'reg_lambda': 0.125}",0.8454746136865342,0.8316777041942605,0.8432671081677704,0.8289183222958058,0.8311258278145696,0.8405077262693157,0.8416114790286976,0.8377483443708609,0.8431805632247377,0.8365543898398675,0.8380066078892419,0.005492150812002439,10
2,40.98899281024933,1.998366936654187,0.31418044567108155,0.03387365637526599,0.1,1,0.0,0.25,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0, 'reg_lambda': 0.25}",0.8432671081677704,0.8283664459161147,0.8344370860927153,0.8222958057395143,0.8383002207505519,0.8405077262693157,0.847682119205298,0.8355408388520972,0.8343456653782441,0.842076200993926,0.8366819217365548,0.0070613728693699656,40
3,40.87914099693298,1.3045190688434294,0.30477046966552734,0.02006350999769146,0.1,1,0.0,0.375,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0, 'reg_lambda': 0.375}",0.8443708609271523,0.8305739514348786,0.8327814569536424,0.8272626931567328,0.8316777041942605,0.8449227373068433,0.8394039735099338,0.8399558498896247,0.842076200993926,0.8360022087244616,0.8369027637091456,0.005835379441337224,29
4,40.81647441387177,1.2493101274590885,0.31377832889556884,0.012781936069346989,0.1,1,0.0,0.5,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0, 'reg_lambda': 0.5}",0.8460264900662252,0.8300220750551877,0.8311258278145696,0.8239514348785872,0.8366445916114791,0.8454746136865342,0.8410596026490066,0.8322295805739515,0.8371065709552733,0.8404196576477084,0.8364060444938524,0.006740179239701301,50
5,40.90882792472839,1.2364211196571282,0.3161749839782715,0.013541482508931016,0.1,1,0.0,0.625,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0, 'reg_lambda': 0.625}",0.8454746136865342,0.8305739514348786,0.8305739514348786,0.8217439293598234,0.8349889624724062,0.8432671081677704,0.8471302428256071,0.8300220750551877,0.8442849254555495,0.8382109331860851,0.8366270693078721,0.007968280033134737,41
6,40.68041727542877,0.9695754187895144,0.31436495780944823,0.015178329473782755,0.1,1,0.0,0.75,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0, 'reg_lambda': 0.75}",0.8504415011037527,0.8278145695364238,0.8355408388520972,0.8228476821192053,0.8360927152317881,0.8421633554083885,0.8443708609271523,0.8338852097130243,0.8360022087244616,0.8365543898398675,0.8365713331456162,0.007472180769795996,45
7,40.61405053138733,0.8804376764399184,0.30399963855743406,0.020921422315311553,0.1,1,0.0,0.875,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0, 'reg_lambda': 0.875}",0.8427152317880795,0.8338852097130243,0.8300220750551877,0.8228476821192053,0.83719646799117,0.8399558498896247,0.8410596026490066,0.8388520971302428,0.8371065709552733,0.8426283821093319,0.8366269169400147,0.005918866017977644,42
8,41.62941336631775,1.104931417803355,0.3057372570037842,0.015495722775481786,0.1,1,0.125,0.0,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0.125, 'reg_lambda': 0}",0.8421633554083885,0.8283664459161147,0.8366445916114791,0.8289183222958058,0.8338852097130243,0.8443708609271523,0.8443708609271523,0.8394039735099338,0.8354500276090557,0.8376587520706792,0.8371232399988786,0.005417222547976299,27
9,41.82720770835876,1.0030938994841614,0.3202188730239868,0.014200117883982611,0.1,1,0.125,0.125,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0.125, 'reg_lambda': 0.125}",0.8432671081677704,0.826710816777042,0.8349889624724062,0.8233995584988962,0.8294701986754967,0.8405077262693157,0.8471302428256071,0.8338852097130243,0.8382109331860851,0.8387631143014909,0.8356333870887134,0.007080851853254293,63
10,41.83907461166382,1.2619271718408818,0.3198755979537964,0.03688125360884797,0.1,1,0.125,0.25,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0.125, 'reg_lambda': 0.25}",0.8504415011037527,0.8261589403973509,0.83719646799117,0.82560706401766,0.8394039735099338,0.8405077262693157,0.8416114790286976,0.8311258278145696,0.8404196576477084,0.8409718387631143,0.8373444476543274,0.0072675862900603485,20
11,42.890007734298706,2.399406372930133,0.3169063329696655,0.008331431740271381,0.1,1,0.125,0.375,"{'learning_rate': 0.1, 'max_delta_step': 1, 'reg_alpha': 0.125, 'reg_lambda': 0.375}",0.8554083885209713,0.8311258278145696,0.8383002207505519,0.8245033112582781,0.8283664459161147,0.8487858719646799,0.8443708609271523,0.8322295805739515,0.8404196576477084,0.8398674765323026,0.838337764190628,0.009076256643018471,5
